"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2014/01/13 11:15 PM","Town of Cheektowaga","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:17 PM","Town of Cheektowaga","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:25 PM","Town of Cheektowaga","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:30 PM","Town of Cheektowaga","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:40 PM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:40 PM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/14 01:00 AM","West Seneca Engineering Department","Dead End of Gordon Avenue","West Seneca","Erie","42.862234","-78.7891582","Unknown","","Untreated","","01/15/2014 05:00 PM","","40:00","Pump in to and then pump back out of 36"" Erie Coun","Buffalo Creek","Weather Conditions; Blockage; ","melting; water main break; "
"2014/01/14 01:40 PM","Monroe County Department of Environmental Services","27 Old Scottsville Chili Road","Chili","Monroe","43.101935","-77.754249","Estimate","300","Untreated","","01/14/2014 02:15 PM","","Less than 1 hour","Small amount of discharge seeped through manhole c","Small flowing creek.","Blockage; ","Possible grease obstruction in 10"" san sewer; "
"2014/01/14 04:00 PM","Town of Ontario Water Utilities Department","1929 Lake Road","Ontario ","Wayne","43.2731489","-77.28842399999999","Estimate","500","Untreated","","01/15/2014 07:00 AM","","15:00","shut down pump station, removed 5 yards of contami","","Other; ","force main pipe failure; "
"2014/01/14 07:50 AM","Sauquoit Creek Pumping Station","3960ft. N, Whitesboro St. Oriskany Blvd. intersect","Whitestown","Oneida","43.1381536","-75.32955699999999","Actual","","Partially Treated Without Disinfection","","","01/15/2014 08:00 AM","24:10","Wet weather flows to the Sauquoit Creek Pumping St","Mohawk River","Weather Conditions; ","Weather exceeds capacity; "
"2014/01/14 10:12 PM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy Rain; "
"2014/01/14 12:33 AM","Big Sister Creek WWTP","6840 Sweetland Road","Evans","Erie","42.7001827","-79.0045693","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Maximize flow through treatment plant","Pike Creek","Weather Conditions; ","Heavy rainfall over melting snow; "
"2014/01/15 10:00 AM","Town of Ticonderoga WWTF","38 Schuyler Street","Ticonderoga","Essex","43.846282","-73.429975","Unknown","","Untreated","","01/15/2014 10:30 AM","","Less than 1 hour","Clean up with vac truck","LaChute River","Root Intrusion; Blockage; ","Roots; "
"2014/01/16 03:00 PM","CITY OF RYE","506 Midland Ave","RYE","Westchester","40.98301","-73.675302","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Shut down Peck Ave pump station to stop flow","Unknown","Unknown At This Time; ",""
"2014/01/17 11:15 AM","CITY OF RYE","Playland Parkway west of Old Post Rd bridge","RYE","Westchester","40.9806535","-73.68373989999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Cleared  blocked sewer line ","Blind Brook","Blockage; ","Blocked line due to paper and rags; "
"2014/01/17 12:30 PM","Rensselaer County Sewer District","112th st. bridge","troy","Rensselaer","42.7716649","-73.681597","Unknown","","Untreated","","01/17/2014 12:45 PM","","Less than 1 hour","Removed sticks,stones, and rags","Hudson River","Blockage; ","removed sticks, stones and rags; "
"2014/01/20 01:00 PM","Town of Penfield, POSS Operator","Vision GMC - 800 Panorama Trail, Rochester, NY  14625","Penfield","Monroe","43.1528841","-77.50461009999999","Unknown","","Untreated","","01/20/2014 04:45 PM","","3:45","The discharge was from a sewer manhole directly ad","Irondequoit Creek","Blockage; ","Inverted Siphon, Soft Blockage under I. Creek; "
"2014/01/20 01:00 PM","Town of Penfield, POSS Owner","Vision GMC - 800 Panorama Trail, Rochester, NY   14625","Penfield","Monroe","43.1528841","-77.50461009999999","Unknown","","Untreated","","01/20/2014 04:45 PM","","3:45","The discharge was from a sewer manhole directly ad","Irondequoit Creek","Blockage; ","Inverted Siphon blocked under I. Creek; "
"2014/01/20 08:15 PM","Village of Brewster Wastewater Treatment Plant","40 Park Street","Brewster","Putnam","41.3933915","-73.618309","Estimate","500","Untreated","","01/20/2014 08:30 PM","","Less than 1 hour","pump truck used","East Branch Croton River","Other; ","Filter Failure; "
"2014/01/20 11:30 AM","Ossining STP","Route 9A and Requa st","Briarcliff Manor","Westchester","41.12065690000001","-73.8610374","Estimate","450","Untreated","","01/20/2014 02:00 PM","","2:30","jet truck at site to clear clog.","Hudson River","Blockage; ","Sewer Blockage; "
"2014/01/23 01:10 PM","Village of Endicott","10 N. Nanticoke Avenue","Village of Endicott","Broome","42.0986744","-76.0655213","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Street Department workers using a VAC Truck Jetted","Susquehanna River","Blockage; ","The Sanitary Sewer Main was blocked by Paper    Products that are super  absorbent.; "
"2014/01/23 12:35 PM","Town of Ithaca Public Works","934 Mitchell Street, Ithaca, NY   14850","Twon of Ithaca","Tompkins","42.439039","-76.468581","Unknown","","Untreated","","01/23/2014 01:25 PM","","Less than 1 hour","Town of Ithaca crew responded with sewer Jet cleared blockage sewer flowing properly now. Flow had apparently just started very low flow hadn't even melted snow on edge of road.","","Blockage; ","Grease and paper hand towels noticed .; "
"2014/01/24 01:00 PM","NYCDEP","Wards Island WWTP","Manhattan","New York","40.7831679","-73.9286341","Unknown","","Other","Sludge Spill","01/24/2014 01:30 PM","","Less than 1 hour","Wards Island had a sludge spill from the Digester#","East River","Unknown At This Time; ",""
"2014/01/24 01:00 PM","Gowanda (V) Sewage Treatment Plant  ","Magnetics Parkway and E. Hill St. ","Gowanda","Cattaraugus","42.454374","-78.935209","Estimate","3000","Untreated","","","01/25/2014 01:00 PM","24:00","repair will begin at 7:30 AM 1/25/13","Thatcher Brook","Unknown At This Time; ",""
"2014/01/25 11:30 AM","City of White Plains","No. White Plains Train Station Bridge","White Plains","Westchester","41.03398620000001","-73.76290969999999","Unknown","","Untreated","","01/25/2014 01:05 PM","","1:35","Used high pressure flush truck to clear sanitary s","Bronx River","Blockage; ","misc. debris incl cloth rags; "
"2014/01/28 11:01 AM","Town of Stony Point WWTP","Kay Fries Pump Station","Stony Point","Rockland","41.2295386","-73.9870847","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Contact highway Dept. for use of jet vac to clear ","Kay Fries Swamp","Blockage; ","Grease and Rags; "
"2014/01/31 09:00 AM","Suffolk CCC - East Campus","Suffolk CCC - East Campus","Speonk","Suffolk","40.8765437","-72.699371","Actual","2623","Partially Treated With Disinfection","","","Expected ending date of discharge not reported","","Mechanical items repaired.","","Unknown At This Time; ",""
"2014/01/31 10:10 AM","Renssealer County Sewer District #1","Patroon Island Bridge","Rensselaer","Rensselaer","42.64245","-73.70097299999999","Unknown","","Untreated","","01/31/2014 10:30 AM","","Less than 1 hour","Removed sticks, stones and rags","Hudson River","Blockage; ","stick, stones and rags; "
"2014/01/31 10:15 AM","Rockland County Sewer District No. 1","79 Pascack Rd west of Crooked Hill Rd","Pearl River`","Rockland","41.0672499","-74.0384802","Estimate","","Untreated","","","01/31/2014 01:30 PM","3:15","apparent force main break, bypass trucking on scen","Pascack Brook","Unknown At This Time; ",""
"2014/02/01 07:55 PM","Town of Cheektowaga","171 Central Blvd","West Seneca","Erie","42.8895218","-78.8152827","Unknown","","Untreated","","","02/02/2014 12:00 AM","4:05","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy rain; "
"2014/02/01 08:05 PM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/02/01 10:20 PM","ROCKLAND COUNTY  SEWER DIST. #1","charles lane and dorset rd","spring valley","Rockland","41.124756","-74.05700709999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","crew  flushed line tp clear blockage  ,are cleaned","","Blockage; ","line blocked  ; "
"2014/02/01 11:53 PM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","02/02/2014 12:00 AM","Less than one hour","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy rain; "
"2014/02/02 01:00 AM","West Seneca Engineering Department","3331 Seneca St. (West Senior High School)","West Seneca","Erie","42.8328784","-78.7726674","Unknown","","Untreated","","02/02/2014 09:00 AM","","8:00","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain; "
"2014/02/02 06:45 PM","Niagara falls Wastewater Facility","Aquarium"," Niagara Falls","Niagara","43.09431420000001","-79.06011959999999","Actual","","Untreated","","02/03/2014 03:30 AM","","8:45","Pump station over flow verified and pumps working ","Niagara River","Insufficient System Capacity; Weather Conditions; ","Flow exceeded  pump capacity; "
"2014/02/02 12:35 AM","Town of Grand Island Wastewater Treatment Plant ","1487 East River Rd","Grand Island","Erie","42.9991883","-78.9406096","Unknown","","Untreated","","","02/03/2014 12:30 AM","23:55","Institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Rain and Snow Melt; "
"2014/02/02 12:48 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","NA","Rush Creek","Weather Conditions; ","Rain and Snow melt; "
"2014/02/03 08:48 AM","Village of Depew","Transit/Lee","Depew","Erie","42.924868","-78.697093","Unknown","","Untreated","","02/03/2014 08:48 AM","","","pump station at SSo","Scajaquada Creek","Weather Conditions; ","rain plus excessive snowmelt; "
"2014/02/05 11:15 AM","Buffalo Sewer Authority","374 Hamburg Street","Buffalo","Erie","42.8744818","-78.85714229999999","Unknown","","Untreated","","02/05/2014 11:45 AM","","Less than 1 hour","Staff and National Grid worked to restore power","Buffalo River","Power Outage; ",""
"2014/02/07 07:40 PM","NYCDEP","Harlem River and Lincoln Ave.","Bronx","Bronx","40.8087799","-73.92876059999999","Unknown","","Untreated","","02/07/2014 08:05 PM","","Less than 1 hour","Instructed Bronx Grit to open 3rd channel, flow su","Harlem River","Weather Conditions; ","Rain and ice Melting; "
"2014/02/08 05:00 PM","NYCDEP","Outfall T.I.-001","College Point","Queens","40.786395","-73.8389657","Unknown","","Partially Treated Without Disinfection","","02/08/2014 05:15 PM","","Less than 1 hour","Covered Storm Drain.","East River","Other; ","Foaming Organic Sludge, from inf. final tanks 1 and 2.; "
"2014/02/10 07:30 AM","Village of Brewster Wastewater Treatment Plant","40 Park Street ","Brewster","Putnam","41.3933915","-73.618309","Unknown","","Partially Treated Without Disinfection","","02/10/2014 07:30 AM","","","Discharge had already stopped upon discovery","East Branch Croton River","Other; ","clarifier wasting pumps siphon break malfunction; "
"2014/02/10 08:15 AM","City of Oswego EFMF","EFMF, 67 West First Street","Oswego","Oswego","43.4603394","-76.51334349999999","Unknown","","Untreated","","02/09/2014 09:00 AM","","","Pump controller malfunction, once corrected, small","Oswego River","Other; ","pump controller malfunction; "
"2014/02/14 01:00 AM","NYCDEP ","Avenue V P.S. Coney Island Creek & W 15th STREET ","Brooklyn","New York","40.5792939","-73.9831263","Unknown","","Untreated","","","2/14/2014 : ","","Ave V Pump Station is still under the responsibili","Coney Island Creek","Other; ","No MSPs operating at Ave V P.S.,  3 out of 6 MSPs Failed, the 3 MSPs remaining are available but not coming on; "
"2014/02/20 04:08 PM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Rain and snow melt; "
"2014/02/20 04:33 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/02/20 04:33 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
